gene,combined_coef,combined_se,pval,i2,n_samples,mean_expr,pct_expr,n_positive_samples,n_negative_samples,sign_consistency,median_dispersion,fdr,median_coef,fisher_stat,fisher_pval,fisher_fdr,perm_pval,gradient_score,decay_pattern,cell_type
RUNX3,0.000320265215587805,0.000456913085055902,0.483345162008311,0,5,0.12484700122399,0.102356181150551,4,1,0.8,0.475612894129692,0.769662904220986,0.000411200809079119,,1,1,,0.000411200809079119,not_significant,pDC
RXRB,0.000150153712219948,0.000477333902056124,0.753090090364419,0,5,0.113448592411261,0.0946297429620563,4,1,0.8,0.496724754679394,0.923406377529611,0.000166657087048929,,1,1,,0.000166657087048929,not_significant,pDC
S100A10,-0.00251996908442686,0.00172103006267107,0.143133459095425,0.965809372816519,5,0.264305385556916,0.185052019583843,1,4,0.8,0.704131944636922,0.483944404299705,-0.000916039646738903,,1,1,,-0.000916039646738903,not_significant,pDC
S100A4,-0.000379596653566123,0.000522299547137705,0.467360984673088,0.377710279480071,5,0.35641064871481,0.237760097919217,3,2,0.6,1.03074841015683,0.759823680703271,0.000248217957269619,,1,1,,0.000248217957269619,not_significant,pDC
S100A6,-0.00175109896094253,0.000869568864347201,0.044035224656168,0.954359001710251,5,0.648485312117503,0.366049571603427,0,5,1,1.33109798233177,0.344942593139983,-0.00148823443358287,81.3922423997187,2.67679912998936e-13,1.8871433866425e-11,,-0.00148823443358287,linear,pDC
S100A9,-0.000942640712524308,0.00136743524152585,0.490603394984875,0.875020891672106,5,0.423271113831089,0.278151774785802,3,2,0.6,0.895343300392382,0.77434789581568,3.85977703909695e-05,,1,1,,3.85977703909695e-05,not_significant,pDC
S100B,-3.20746451810412e-05,0.000845859010041664,0.969751776448808,0.342837681580568,5,0.119645042839657,0.0920287637698898,3,2,0.6,0.409093893995742,0.984372886572185,0.00067854963627769,,1,1,,0.00067854963627769,not_significant,pDC
SAT1,0.00045499802609736,0.00082342202040988,0.580558121993514,0.819909680236582,5,0.615208078335373,0.332619339045288,3,2,0.6,0.910025433208868,0.829648937848839,1.47108480366066e-05,,1,1,,1.47108480366066e-05,not_significant,pDC
SCGB3A1,-0.000949028449408762,0.000726666119539865,0.191551388882759,0,5,0.0452876376988984,0.0385556915544676,2,3,0.6,0.279052724262768,0.557339707191285,-0.000387565408222193,,1,1,,-0.000387565408222193,not_significant,pDC
SEC23A,-0.00157086087084942,0.000470145239095302,0.000834096985135212,0,5,0.0987607099143207,0.0840728274173807,1,4,0.8,0.392965608427752,0.039202558301355,-0.000588704167442138,,1,1,,-0.000588704167442138,not_significant,pDC
SEC61G,-0.000976671358937472,0.000630088255150946,0.121128350390743,0.163802459103093,5,0.144124847001224,0.119568543451652,2,3,0.6,0.55800676425298,0.466117036927433,-0.000387300895158246,,1,1,,-0.000387300895158246,not_significant,pDC
SELENOP,0.00306608870903246,0.00127295230701012,0.0160119160685477,0.946597785890804,5,0.635480416156671,0.310511015911873,4,1,0.8,1.01816007866503,0.193515442771305,0.00444844652529236,,1,1,,0.00444844652529236,not_significant,pDC
SELPLG,0.00113562429962199,0.0010120668836588,0.261826624248938,0.480982669958242,5,0.119339045287638,0.0989137086903305,4,1,0.8,0.478774320274448,0.622205966614049,0.0010338277743351,,1,1,,0.0010338277743351,not_significant,pDC
SERPINA1,-0.00181489889009085,0.00189894259759445,0.339202679014381,0.980745593372534,5,0.380431456548348,0.238066095471236,1,4,0.8,1.0186832046949,0.689880489792818,-0.000342210871832788,,1,1,,-0.000342210871832788,not_significant,pDC
SERPINH1,-0.000111821905735329,0.000433322518504358,0.796362922957985,0,5,0.133108935128519,0.104039167686659,4,1,0.8,0.425434386366574,0.941641017683888,6.07598739423464e-05,,1,1,,6.07598739423464e-05,not_significant,pDC
SFN,-0.00201653326914228,0.00144952646815321,0.164174816496253,0.728324799623464,5,0.0721389228886169,0.0612760097919217,1,4,0.8,0.366964256303642,0.507994689527494,-0.000501959723624181,,1,1,,-0.000501959723624181,not_significant,pDC
SLC40A1,0.00153943420837562,0.00106213742920886,0.147233209136668,0.896235127180058,5,0.446985924112607,0.253212974296206,4,1,0.8,1.05171538317288,0.483944404299705,0.00147598217901769,,1,1,,0.00147598217901769,not_significant,pDC
SLPI,-0.00225814839356406,0.00155967491818612,0.147663836938349,0.696069698616283,5,0.0601285189718482,0.050719094247246,1,4,0.8,0.376861234724196,0.483944404299705,-0.00310208799576969,,1,1,,-0.00310208799576969,not_significant,pDC
SMAD2,-0.000493804134668294,0.000391239038016123,0.206893177023686,0,5,0.160954712362301,0.126835985312118,1,4,0.8,0.518647082786646,0.560503106884748,-0.000415412206192749,,1,1,,-0.000415412206192749,not_significant,pDC
SMAD4,-0.000830188017428115,0.00145416371599118,0.56806465627894,0.62902424798962,5,0.0881272949816401,0.0755813953488372,2,3,0.6,0.352411612594515,0.825743469436398,-0.000285069066140229,,1,1,,-0.000285069066140229,not_significant,pDC
SNAI1,-0.000537302446710773,0.00050861211319447,0.290781366466616,0.102511262054261,5,0.100367197062424,0.0833078335373317,2,3,0.6,0.371702598209512,0.64978365622079,-0.000488438816631163,,1,1,,-0.000488438816631163,not_significant,pDC
SOD1,-0.00173195605989155,0.00139520970997489,0.214473176718294,0.859931205735188,5,0.135327417380661,0.110541615667075,3,2,0.6,0.561404704465403,0.562016154041253,0.000193817391140781,,1,1,,0.000193817391140781,not_significant,pDC
SOD2,0.000321260308836464,0.000751429706734152,0.668991821157349,0.587543120928381,5,0.616202570379437,0.339580783353733,3,2,0.6,0.981474077232616,0.892692556307756,0.000219148277885067,,1,1,,0.000219148277885067,not_significant,pDC
SPARCL1,0.00102484591388905,0.00107261930484633,0.33934461863379,0.429685747507804,5,0.127447980416157,0.09562423500612,4,1,0.8,0.532767411648372,0.689880489792818,0.00169220378989392,,1,1,,0.00169220378989392,not_significant,pDC
SPOCK2,-0.000163388756112336,0.000938187186429293,0.861744682928204,0.306462918754698,5,0.105951652386781,0.0862913096695226,2,3,0.6,0.444810024406018,0.961088159362738,-0.000216714059383191,,1,1,,-0.000216714059383191,not_significant,pDC
SPP1,-0.00252516634488916,0.0015795665452484,0.109899478788831,0.878432729745608,5,0.350214198286414,0.143053855569155,1,4,0.8,1.12794204145831,0.446994995458418,-0.00197692147324193,,1,1,,-0.00197692147324193,not_significant,pDC
SQSTM1,-0.00135945095167618,0.00212952125521589,0.52322415477708,0.982932029251688,5,0.395348837209302,0.256425948592411,4,1,0.8,0.917944455676401,0.792185410972502,0.000457721296095661,,1,1,,0.000457721296095661,not_significant,pDC
SRC,-0.000749095198988046,0.000575297987443373,0.19288238763023,0.140496789356421,5,0.0856793145654835,0.0716799265605875,2,3,0.6,0.41950429218168,0.557339707191285,-0.000716982733274925,,1,1,,-0.000716982733274925,not_significant,pDC
SREBF1,-0.000211975964959076,0.00114093594871559,0.852608432959902,0.503116208706079,5,0.0795593635250918,0.0681609547123623,2,3,0.6,0.376760199641912,0.961088159362738,-0.00154468594854912,,1,1,,-0.00154468594854912,not_significant,pDC
SRGN,0.000798392469126888,0.000187156196758786,1.99084371576106e-05,0,5,0.748623011015912,0.387316401468788,3,2,0.6,0.915605070474768,0.00168425378353386,0.000767371922897693,,1,1,,0.000767371922897693,not_significant,pDC
ST6GAL1,0.00112945143704495,0.000715503868522899,0.114441619009237,0.449854951294056,5,0.222383720930233,0.164244186046512,5,0,1,0.758179368796535,0.454377742891885,0.000717549655051696,18.0667284475647,0.0538484055041953,0.785443983733607,,0.000717549655051696,not_significant,pDC
STAT1,-0.000839508324547904,0.000341431743088891,0.013940685302729,0,5,0.212744798041616,0.162255201958384,0,5,1,0.691963397458995,0.182986229233276,-0.00131680730175102,14.1262339818142,0.167311168449435,1,,-0.00131680730175102,not_significant,pDC
STAT3,0.000285701761798533,0.000370362037994136,0.44046269838877,0,5,0.186811505507956,0.151162790697674,4,1,0.8,0.531620434848596,0.753402471463113,0.000378304924854081,,1,1,,0.000378304924854081,not_significant,pDC
STAT4,0.000636034964984083,0.00087364232584467,0.466597224254596,0.103825099299568,5,0.102279681762546,0.0803243574051407,3,2,0.6,0.531691363735156,0.759823680703271,0.00070015810817429,,1,1,,0.00070015810817429,not_significant,pDC
STAT5A,-0.00062092700269649,0.000790535752323463,0.432189258928887,0.0462660086143308,5,0.0983017135862913,0.0849143206854345,2,3,0.6,0.448609477815578,0.751707020721939,-0.00139140879162621,,1,1,,-0.00139140879162621,not_significant,pDC
STAT5B,0.000310534115407447,0.000548164084932701,0.571054972748642,0,5,0.0836138310893513,0.0732099143206854,4,1,0.8,0.301513044651665,0.826066685766384,0.000652253797157985,,1,1,,0.000652253797157985,not_significant,pDC
STAT6,0.000303046696791875,0.00118712490108619,0.798508503630566,0.579787948819057,5,0.101820685434517,0.0882802937576499,2,3,0.6,0.336335678931465,0.941641017683888,-7.19915871436969e-05,,1,1,,-7.19915871436969e-05,not_significant,pDC
STMN1,-0.00158476581446596,0.00127112729385715,0.21249268186791,0.67950503440104,5,0.0865973072215422,0.0707619339045288,2,3,0.6,0.361631726751264,0.562016154041253,-0.00109667070137871,,1,1,,-0.00109667070137871,not_significant,pDC
TAGLN,0.000204706168881191,0.000565103137473536,0.717168448374697,0.598141010073262,5,0.4562423500612,0.258414932680539,2,3,0.6,1.2358305512095,0.913502703799434,-0.000214135415740912,,1,1,,-0.000214135415740912,not_significant,pDC
TAP1,0.000205387075556491,0.000556707299591628,0.712178493580175,0.131014579316321,5,0.127600979192166,0.106104651162791,3,2,0.6,0.512841573936213,0.913502703799434,0.000536607013183439,,1,1,,0.000536607013183439,not_significant,pDC
TAP2,-0.000775454997709595,0.000826984114519096,0.348403580667388,0.447531833945512,5,0.132955936352509,0.106104651162791,2,3,0.6,0.472483404537707,0.693537820478991,-0.00110891638325922,,1,1,,-0.00110891638325922,not_significant,pDC
TGFB1,-0.000995222241996521,0.000617602989849898,0.107086647893327,0,5,0.160495716034272,0.129895960832313,0,5,1,0.590079460486279,0.446994995458418,-0.000938294334916311,12.932846731743,0.227450710873373,1,,-0.000938294334916311,not_significant,pDC
TGFBR1,-0.000204123595567472,0.000584654092924439,0.726987462374318,0.352210568323461,5,0.115437576499388,0.0962362301101591,2,3,0.6,0.423454131403622,0.913502703799434,-0.000483791040040085,,1,1,,-0.000483791040040085,not_significant,pDC
TGFBR2,-0.000306037573280886,0.000367966442133943,0.405578479630118,0,5,0.180615055079559,0.14313035495716,1,4,0.8,0.546068603852139,0.736307711946523,-0.000910400851747769,,1,1,,-0.000910400851747769,not_significant,pDC
THBS1,0.002211838714834,0.000326816450498336,1.30726745910387e-11,0,5,0.308445532435741,0.181992044063648,5,0,1,0.823458572901958,5.52974135200939e-09,0.00185683751841961,63.4065307196538,8.16830248133585e-10,3.45519194960507e-08,,0.00185683751841961,linear,pDC
THBS2,0.00117853173648437,0.00117003616442379,0.313809390953218,0.853681239222942,5,0.335220318237454,0.228809669522644,4,1,0.8,0.818799455348248,0.667042072227192,0.00150599987796137,,1,1,,0.00150599987796137,not_significant,pDC
TIMP1,-8.74442224807566e-05,0.000335586264984165,0.794422956411306,0.368393821758612,5,1.05507955936353,0.406135250917993,2,3,0.6,1.33002220998862,0.941641017683888,-0.000720674860362688,,1,1,,-0.000720674860362688,not_significant,pDC
TLR2,-0.00117145175848572,0.000326543717305837,0.000333957146969667,0,5,0.21672276621787,0.155752753977968,1,4,0.8,0.720531102829165,0.0201805533097385,-0.000717458635381822,,1,1,,-0.000717458635381822,not_significant,pDC
TLR4,0.000141137140467409,0.00101768580219074,0.889699549375681,0.562597996677732,5,0.165697674418605,0.124464504283966,3,2,0.6,0.509438656667814,0.964981818938238,0.000924483043279843,,1,1,,0.000924483043279843,not_significant,pDC
TLR7,-4.91808511397437e-05,0.000644988301427743,0.939219595903525,0,5,0.0608170134638923,0.0516370869033048,2,3,0.6,0.324540212790057,0.973026121212307,-0.000415277724670785,,1,1,,-0.000415277724670785,not_significant,pDC
TM4SF1,-0.002383588834076,0.00143469795799915,0.0966357053570772,0.633490414144074,5,0.0665544675642595,0.0582160342717258,1,4,0.8,0.370015925104169,0.421606112576712,-0.00353134191559621,,1,1,,-0.00353134191559621,not_significant,pDC
TNFRSF12A,-0.000567762020955874,0.00052384001092473,0.278432983667559,0.453385733343812,5,0.565253977968176,0.344935740514076,1,4,0.8,0.871717163820229,0.642448244135447,-0.000293016022146382,,1,1,,-0.000293016022146382,not_significant,pDC
TNFRSF14,-0.000462370382417207,0.000601022013507108,0.441711141661589,0.158275451807185,5,0.179314565483476,0.140070379436965,2,3,0.6,0.639155447559521,0.753402471463113,-0.000349785620148905,,1,1,,-0.000349785620148905,not_significant,pDC
TNFRSF18,-8.08342784280945e-05,0.00101151969679868,0.936305896144194,0.5258526973231,5,0.158812729498164,0.125917992656059,2,3,0.6,0.444003485903243,0.973026121212307,-0.000479899539031362,,1,1,,-0.000479899539031362,not_significant,pDC
TNFRSF1A,-0.000347309687178231,0.000315457629652701,0.270909299308019,0,5,0.247246022031824,0.187041003671971,2,3,0.6,0.678724399213977,0.636636853373846,-0.000382420609570594,,1,1,,-0.000382420609570594,not_significant,pDC
TNFRSF1B,0.00144080736512878,0.00109044882440931,0.186402169041007,0.260222023295699,5,0.12844247246022,0.105722154222766,4,1,0.8,0.45075667103036,0.557339707191285,0.00113698735245428,,1,1,,0.00113698735245428,not_significant,pDC
TNFSF10,-0.000357160868664892,0.000606696040325806,0.556063743633366,0.139311655768471,5,0.0963892288861689,0.0810128518971848,3,2,0.6,0.468700328207181,0.81347449811125,3.01871086111899e-06,,1,1,,3.01871086111899e-06,not_significant,pDC
TNFSF12,-0.000924383190573789,0.000512778950558383,0.0714363913166523,0,5,0.0899632802937576,0.0770348837209302,2,3,0.6,0.431667953825229,0.369913414690536,-0.00119892506230907,,1,1,,-0.00119892506230907,not_significant,pDC
TNFSF14,-0.000749227105501634,0.000536468754750965,0.162536782875483,0,5,0.0812423500611995,0.0693084455324357,0,5,1,0.285915217483903,0.507994689527494,-0.00081931212297765,6.30636145639048,0.788900888980839,1,,-0.00081931212297765,not_significant,pDC
TNFSF9,-0.000568601119750004,0.000606459888720164,0.348463296724288,0.0380510336599091,5,0.100137698898409,0.0830018359853121,1,4,0.8,0.382966613673778,0.693537820478991,-0.000925669762571975,,1,1,,-0.000925669762571975,not_significant,pDC
TPM1,0.00034131021201732,0.00100917497044722,0.735207072106483,0.733978482737827,5,0.177861077111383,0.132420440636475,2,3,0.6,0.738335332300878,0.915965873174382,-0.000461226035774963,,1,1,,-0.000461226035774963,not_significant,pDC
TPM2,-0.000108898064871595,0.00143788838205872,0.939630157794916,0.788676081139424,5,0.238984088127295,0.175030599755202,2,3,0.6,0.777175335447901,0.973026121212307,-6.75424814862359e-05,,1,1,,-6.75424814862359e-05,not_significant,pDC
TUBB,-0.00135924137158398,0.00118697083245108,0.252153403887311,0.924108904723752,5,0.484470624235006,0.300795593635251,2,3,0.6,0.791267931696354,0.612993619795015,-0.000728559789302933,,1,1,,-0.000728559789302933,not_significant,pDC
TUBB4B,-0.00273045300939995,0.00126936663027409,0.0314733775526506,0.765034991407528,5,0.119186046511628,0.0949357405140759,1,4,0.8,0.494740175270279,0.289418232712418,-0.00250230271235204,,1,1,,-0.00250230271235204,not_significant,pDC
TYK2,3.61187831019381e-05,0.000300505636971209,0.904329975236934,0.667491418242879,5,4.02409730722154,0.690177478580171,2,3,0.6,1.91614417941294,0.968634201442186,-5.10905287642872e-05,,1,1,,-5.10905287642872e-05,not_significant,pDC
TYROBP,0.000520677808846791,0.000272339065051143,0.0558924368081815,0,5,0.354268665850673,0.248393512851897,4,1,0.8,0.848234993573588,0.369913414690536,0.000510510221354399,,1,1,,0.000510510221354399,not_significant,pDC
UBE2C,-0.0018718807529336,0.00134337623915322,0.163494298466273,0.812311951688913,5,0.246787025703794,0.175107099143207,2,3,0.6,0.461288653539941,0.507994689527494,-0.00214907401142711,,1,1,,-0.00214907401142711,not_significant,pDC
VCAN,0.000644901222248453,0.00123784133771255,0.602374714749446,0.737714021910608,5,0.25405446756426,0.174342105263158,3,2,0.6,0.689359850238563,0.840938958214573,0.000132832209091678,,1,1,,0.000132832209091678,not_significant,pDC
VEGFA,-0.0022298090769421,0.00100809410075324,0.0269731820646071,0.353654470552438,5,0.0875917992656059,0.0729039167686659,0,5,1,0.443086755589934,0.271658476507829,-0.00285843899613217,22.1994404311245,0.0141201971194698,0.229724745443681,,-0.00285843899613217,not_significant,pDC
VEGFB,-0.00126605512291289,0.000583248328424179,0.0299541196430523,0.201486770493827,5,0.12109853121175,0.10281517747858,1,4,0.8,0.555137310908329,0.281568724644692,-0.00136248296877883,,1,1,,-0.00136248296877883,not_significant,pDC
VHL,1.99362936902688e-05,0.000328645210220639,0.951628352032446,0,5,0.231334149326805,0.174495104039168,4,1,0.8,0.641103032162242,0.973026121212307,2.87812317779447e-05,,1,1,,2.87812317779447e-05,not_significant,pDC
VIM,0.000347009300173291,0.000467087957716314,0.45752970845668,0.689260625049086,5,0.938341493268054,0.460220318237454,3,2,0.6,1.31895046051516,0.759823680703271,0.000178657943916479,,1,1,,0.000178657943916479,not_significant,pDC
VSIR,0.000858860427446291,0.000942635332502535,0.36222850373491,0.535517094001516,5,0.170211138310894,0.129513463892289,3,2,0.6,0.555519604387874,0.699646835981127,0.000297084608090119,,1,1,,0.000297084608090119,not_significant,pDC
WIF1,-6.26699227378971e-05,0.000252816030025872,0.804221485054919,0,5,0.384179926560588,0.25359547123623,3,2,0.6,0.675732921203102,0.941641017683888,2.81686763042007e-05,,1,1,,2.81686763042007e-05,not_significant,pDC
WNT7B,0.00135898030787101,0.000941101205724302,0.148729958768231,0.294084457369861,5,0.130890452876377,0.108399632802938,5,0,1,0.422898078663446,0.483944404299705,0.00260918630956426,13.1657954859392,0.21454920350793,1,,0.00260918630956426,not_significant,pDC
XBP1,0.000738167365458031,0.000392975536588511,0.0603257289466585,0.616903590457838,5,0.852356181150551,0.381119951040392,4,1,0.8,1.48293934789065,0.369913414690536,0.000773499513382558,,1,1,,0.000773499513382558,not_significant,pDC
XCL1,-0.00085963710201748,0.000911121550195353,0.345428627296811,0.424789283326269,5,0.0846083231334149,0.0745869033047736,1,4,0.8,0.426545824227108,0.693537820478991,-0.00218999441416535,,1,1,,-0.00218999441416535,not_significant,pDC
YBX3,-0.00089103770745652,0.000351128773413096,0.0111603367870381,0.222941859984806,5,0.21297429620563,0.164473684210526,2,3,0.6,0.65998225720738,0.17520423777554,-5.70915156466865e-05,,1,1,,-5.70915156466865e-05,not_significant,pDC
ZFP36,0.0016612411695096,0.000904197305479078,0.0661722353512501,0.806071324455361,5,0.408353733170135,0.240973072215422,3,2,0.6,0.974973370536088,0.369913414690536,0.00135045696650613,,1,1,,0.00135045696650613,not_significant,pDC
ANXA2,-0.000882601480503072,0.000580765874986338,0.128581377977244,0.606612930616915,5,0.182483673899305,0.140667790183274,1,4,0.8,0.614173166672673,0.452731510626038,-0.000769037781913731,,1,1,,-0.000769037781913731,not_significant,plasmablast
ARF1,-0.000440435099588192,0.000293483283645322,0.133428997572272,0,5,0.215478196755846,0.167921845376027,1,4,0.8,0.545988930990975,0.455993841290038,-0.000323907934607323,,1,1,,-0.000323907934607323,not_significant,plasmablast
ARHGDIB,-0.000797964852048745,0.00107600619031611,0.458330477565761,0.671635840870381,5,0.0934274278491679,0.0758373709711397,2,3,0.6,0.38724081705542,0.752630559422145,-0.000125898283216208,,1,1,,-0.000125898283216208,not_significant,plasmablast
ATG12,-0.000304551430031331,0.000178450915981452,0.0878890285763283,0,5,0.271803244154203,0.196808510638298,2,3,0.6,0.37097249160622,0.351285096847046,-4.21860371515655e-05,,1,1,,-4.21860371515655e-05,not_significant,plasmablast
ATM,6.59272938540222e-05,0.00052020994054144,0.899152445168163,0.334040020232869,5,0.0813145144301664,0.0720981672635349,3,2,0.6,0.373626716885235,0.983855145108804,0.000398151862842931,,1,1,,0.000398151862842931,not_significant,plasmablast
B2M,0.000418260886507921,0.000348092817820407,0.229526830346993,0.886999006605412,5,1.8092479460712,0.574889403834001,3,2,0.6,1.50280200048808,0.581487962034435,0.000282659846550976,,1,1,,0.000282659846550976,not_significant,plasmablast
BAG3,-0.0011888317659679,0.000782905173212083,0.128891533274317,0.40312496244542,5,0.0861070149568148,0.0750737307773331,1,4,0.8,0.413045792347657,0.452731510626038,-0.000296678233416587,,1,1,,-0.000296678233416587,not_significant,plasmablast
BCL2L1,-0.000574188664676879,0.000488249628949419,0.239589064313606,0.401322890676371,5,0.201021697914472,0.151780071624184,1,4,0.8,0.742945411447977,0.585430670192376,-0.000381741146352783,,1,1,,-0.000381741146352783,not_significant,plasmablast
BGN,-0.000212185277234522,0.000548042839620984,0.69863099156018,0.786309446659556,5,0.968927743838214,0.427875500315989,2,3,0.6,1.57517918870579,0.94224732703244,-0.000560192253162304,,1,1,,-0.000560192253162304,not_significant,plasmablast
BST2,-0.000672444182511956,0.000244856633241928,0.00602758160681544,0,5,0.144222666947546,0.118917210870023,1,4,0.8,0.530362227903396,0.0705729346464642,-0.000462840073795182,,1,1,,-0.000462840073795182,not_significant,plasmablast
BTG1,0.00087958692261061,0.000620536332751903,0.156347778504657,0.600171035235839,5,0.207104487044449,0.15375500315989,4,1,0.8,0.653658557869836,0.467380061274559,0.00134526570871747,,1,1,,0.00134526570871747,not_significant,plasmablast
BTK,-0.000523501975882823,0.000395717490927944,0.185862493830337,0.0328749200956281,5,0.117547925005266,0.0971139667158205,3,2,0.6,0.408209048063905,0.502131344088203,0.000242897214924323,,1,1,,0.000242897214924323,not_significant,plasmablast
C11orf96,0.000848001531317604,0.000771416262471584,0.271646483300042,0.486960636022313,5,0.126026964398568,0.0962186644196334,4,1,0.8,0.431693169854681,0.636105515060932,0.00119057630600771,,1,1,,0.00119057630600771,not_significant,plasmablast
C1QA,0.00028570701453658,0.000592007088480694,0.629374508490923,0.620632755102954,5,0.25868969875711,0.17935011586265,3,2,0.6,0.822009842556892,0.897737243075885,1.12449130000664e-05,,1,1,,1.12449130000664e-05,not_significant,plasmablast
C1QB,-0.000273212639518844,0.000507871977022643,0.590607612923294,0.397674768004541,5,0.131899094164736,0.0986939119443859,1,4,0.8,0.555417003712202,0.8687148543694,-0.000672774693848009,,1,1,,-0.000672774693848009,not_significant,plasmablast
C1QC,0.000530439255027921,0.000334338022086339,0.112617808489342,0.0114472003150164,5,0.185959553402149,0.134084685064251,5,0,1,0.609904874082825,0.416178044485189,0.000692442106913256,14.794495772789,0.139735729471033,1,,0.000692442106913256,not_significant,plasmablast
C9orf16,-0.000116917877183275,0.000218165117686719,0.592017556471586,0,5,0.190883716031178,0.150279123657047,3,2,0.6,0.603179573386131,0.8687148543694,0.000142124306059353,,1,1,,0.000142124306059353,not_significant,plasmablast
CALD1,-0.00069490914465834,0.00027449372449789,0.0113542454775174,0.311790489039453,5,0.21147566884348,0.152491046977038,1,4,0.8,0.696903372974918,0.108654051131258,-0.000710504626821812,,1,1,,-0.000710504626821812,not_significant,plasmablast
CALM1,9.19897305722525e-07,0.000381975052357852,0.998078484069168,0.653787791366843,5,0.0623025068464293,0.0556140720455024,2,3,0.6,0.356279669231295,0.998433990191515,-1.29599373815557e-05,,1,1,,-1.29599373815557e-05,not_significant,plasmablast
CALM2,-0.00186672833416735,0.000732444129393662,0.0108147287712041,0.654276826372236,5,0.194991573625448,0.150621445123236,1,4,0.8,0.562022462156847,0.108654051131258,-0.00229855588719779,,1,1,,-0.00229855588719779,not_significant,plasmablast
CALM3,0.000242046300248755,0.000466106479136926,0.603555733418361,0.303046413372522,5,0.22656414577628,0.180640404465979,3,2,0.6,0.60827541521614,0.874507647922356,0.000264500510015522,,1,1,,0.000264500510015522,not_significant,plasmablast
CASP3,0.000239222547057802,0.000261434323529846,0.360171266711033,0,5,0.133005055824731,0.105303349483885,3,2,0.6,0.500960108529547,0.712733281308453,0.000170394427116696,,1,1,,0.000170394427116696,not_significant,plasmablast
CASP8,0.000741546176235226,0.000318167856001491,0.0197704522475258,0,5,0.0942700653044028,0.0787076048030335,4,1,0.8,0.419804188346965,0.158728488044421,0.000504441996569055,,1,1,,0.000504441996569055,not_significant,plasmablast
CAV1,-0.00010050279180785,0.000738141663018876,0.891697555886672,0.683652522039289,5,0.128317884979987,0.107304613440067,3,2,0.6,0.518068420044487,0.983855145108804,2.39965250447056e-05,,1,1,,2.39965250447056e-05,not_significant,plasmablast
CCL3,-0.000912052692173505,0.000700919754947193,0.193182239273726,0.404078886549402,5,0.0839477564777754,0.0736781124921003,1,4,0.8,0.35999364379373,0.50263156699923,-0.000487733337380205,,1,1,,-0.000487733337380205,not_significant,plasmablast
CCL3L3,-0.000293210194476414,0.000665240514816459,0.659388076565789,0.068511146690326,5,0.0818411628396882,0.0701759005687803,1,4,0.8,0.459191512863882,0.926440247574934,-0.000249360369442147,,1,1,,-0.000249360369442147,not_significant,plasmablast
CCND1,-0.0012081161916391,0.000536901182809347,0.0244384800685657,0.412734460467652,5,0.10640931114388,0.0850273857172951,1,4,0.8,0.517177437351374,0.171680322481674,-0.000692292074505304,,1,1,,-0.000692292074505304,not_significant,plasmablast
CCR5,0.00017721746805081,0.000481730942957682,0.712965362638651,0.22490453437666,5,0.0895828944596588,0.0785232778597009,3,2,0.6,0.427148051310747,0.94224732703244,0.000202953836167954,,1,1,,0.000202953836167954,not_significant,plasmablast
CD27,-5.93031864612732e-06,0.000462470254944066,0.989768898720965,0.653856463482102,5,0.337897619549189,0.217058141984411,1,4,0.8,0.849028696087238,0.998433990191515,-0.000303903102634155,,1,1,,-0.000303903102634155,not_significant,plasmablast
CD37,1.82522462368282e-05,0.000245264873599109,0.940677381477656,0,5,0.147909205814198,0.115257004423847,3,2,0.6,0.462733541772956,0.998433990191515,8.80627254140907e-06,,1,1,,8.80627254140907e-06,not_significant,plasmablast
CD38,0.000380216419901203,0.000382252271730371,0.319894813542555,0.147084507454817,5,0.281546239730356,0.19275331788498,3,2,0.6,0.670528244245944,0.6658551304108,0.000204356417252428,,1,1,,0.000204356417252428,not_significant,plasmablast
CD3E,-0.000222576634183006,0.000124809714538239,0.0745329578749171,0,5,0.556930693069307,0.332525805772067,2,3,0.6,0.724633949127222,0.312593450191817,-0.000188439690531083,,1,1,,-0.000188439690531083,not_significant,plasmablast
CD44,-0.000682665102662809,0.000496186701563539,0.168876422405286,0.671008726260987,5,0.321597851274489,0.22790709922056,0,5,1,0.775856123731141,0.474542746958853,-0.000408459223752285,22.5402081121332,0.0125770696800688,0.147256524170805,,-0.000408459223752285,not_significant,plasmablast
CD53,-0.000396045665387792,0.000419262569943555,0.344850651123582,0.378119870769477,5,0.185327575310723,0.142326732673267,3,2,0.6,0.553244019533502,0.707321408508954,0.000703978966525654,,1,1,,0.000703978966525654,not_significant,plasmablast
CD59,0.000601709483857313,0.000380240864255713,0.113548481007983,0.147239336674439,5,0.147329892563724,0.116362966083842,4,1,0.8,0.499437565422094,0.416178044485189,0.000433883925479238,,1,1,,0.000433883925479238,not_significant,plasmablast
CD63,-0.000129284655474602,0.00012508305346784,0.301327643568485,0,5,0.561565199073099,0.33465873183063,1,4,0.8,0.937373847707296,0.643886516523416,-0.000139949205744902,,1,1,,-0.000139949205744902,not_significant,plasmablast
CD68,1.30789908622788e-05,0.000233886046440222,0.955405254861238,0,5,0.181088055614072,0.137455234885191,2,3,0.6,0.665034395027187,0.998433990191515,-5.2374628013046e-05,,1,1,,-5.2374628013046e-05,not_significant,plasmablast
CD74,0.000864321908208202,0.00050688809902716,0.0881658395509047,0.8419478975972,5,1.18008742363598,0.444675584579735,4,1,0.8,1.56487072278276,0.351285096847046,0.00098067129128769,,1,1,,0.00098067129128769,not_significant,plasmablast
