n_predicted_targets,n_gradient_genes,n_overlap,overlap_genes,pvalue_fisher,odds_ratio,jaccard_index,ligand,receptors,cell_type,fdr_fisher,enrichment_score
200,129,38,SOX9;FOS;FAS;IGFBP3;BCL2L1;CXCR4;GADD45B;MMP2;PCNA;CCL5;THBS1;SFN;CTNNB1;DUSP1;ETV4;CASP3;TGFB2;CDH11;KRT17;NEAT1;UBE2C;BMP7;CFLAR;TOP2A;KRT19;KRT80;STMN1;HSP90AB1;FYN;ZFP36;EIF5A;CRYAB;ARHGDIB;TNFRSF19;IGFBP5;KRT18;EZR;CXCL12,0.00986857881215495,1.69502981035061,0.130584192439863,RSPO1,FZD8;RNF43,fibroblast,0.0385647824947852,2.00574538618342
200,129,37,FOS;BCL2L1;IGFBP3;THBS1;DUSP1;FAS;MMP2;CXCR4;CCL5;GADD45B;CTNNB1;ZFP36;STMN1;SOX9;CLU;PCNA;CFLAR;HSP90AB1;CXCL1;TOP2A;EIF5A;TNFRSF19;KRT19;ETV4;IL2RA;IGFBP5;KRT80;CDH11;TGFB2;CRYAB;WNT5A;NEAT1;KRT18;BMP7;UBE2C;SFN;IL6ST,0.0173148003037811,1.62012173812372,0.126712328767123,MMP14,MMP2;DDR1;CD44,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,FOS;IGFBP3;BCL2L1;THBS1;CXCR4;GADD45B;DUSP1;FAS;MMP2;CCL5;PCNA;ZFP36;SOX9;TOP2A;KRT19;CFLAR;EIF5A;IGFBP5;STMN1;CXCL1;CLU;ETV4;NEAT1;CTNNB1;HSP90AB1;KRT18;TGFB2;SFN;KRT80;GSTP1;WNT5A;UBE2C;CRYAB;CXCL12;BMP7;KRT17;TNFRSF19,0.0173148003037811,1.62012173812372,0.126712328767123,FN1,ITGA2;ITGA3;ITGB8;ITGB1;ITGAV;CD44;ITGA9;ITGB6;ITGA5;TNFRSF11B,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,MMP2;FOS;BCL2L1;FAS;DUSP1;THBS1;CXCR4;GADD45B;CCL5;IGFBP3;CTNNB1;SOX9;TOP2A;PCNA;HSP90AB1;CLU;ETV4;ZFP36;STMN1;KRT19;TGFB2;KRT18;EIF5A;CFLAR;KRT80;CXCL1;NEAT1;KRT17;IGFBP5;EZR;GSTP1;IL2RA;TNFRSF19;CXCL12;SFN;CRYAB;KRT5,0.0173148003037811,1.62012173812372,0.126712328767123,VTN,ITGB5;ITGAV;ITGA5;KDR;ITGB6;TNFRSF11B;ITGB8;ITGB1,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,GADD45B;KRAS;FOS;IGFBP3;BCL2L1;CXCR4;THBS1;FAS;DUSP1;CCL5;MMP2;PCNA;SOX9;KRT18;CFLAR;KRT19;ZFP36;ETV4;TGFB2;EIF5A;STMN1;HSP90AB1;CXCL1;CTNNB1;TOP2A;IL2RA;CXCL12;CLU;NEAT1;UBE2C;IGFBP5;SFN;GSTP1;BMP7;SELENOP;CRYAB;KRT17,0.0173148003037811,1.62012173812372,0.126712328767123,LGALS3,LAG3;ENG;ANXA2,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,FOS;IGFBP3;THBS1;FAS;BCL2L1;CXCR4;MMP2;GADD45B;DUSP1;ZFP36;ETV4;PCNA;IGFBP5;SOX9;CLU;KRT18;CCL5;NEAT1;CTNNB1;TOP2A;KRT19;EIF5A;STMN1;KRT17;CRYAB;HSP90AB1;CFLAR;KRT80;ITGB2;DDR1;TNFRSF19;HLA.DRA;WNT5A;SFN;LCN2;TGFB2;BMP7,0.0173148003037811,1.62012173812372,0.126712328767123,COL1A2,CD44;CD36;DDR1;ITGA1;ITGB1;ITGA2,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,FOS;BCL2L1;IGFBP3;FAS;CXCR4;THBS1;MMP2;DUSP1;GADD45B;CCL5;PCNA;CTNNB1;NEAT1;SOX9;CFLAR;ZFP36;EIF5A;STMN1;ETV4;TOP2A;HSP90AB1;KRT19;IL2RA;TGFB2;CLU;KRT80;UBE2C;CXCL1;WNT5A;IGFBP5;BMP7;KRT18;CASP3;SFN;GSTP1;SELENOP;EZR,0.0173148003037811,1.62012173812372,0.126712328767123,COL4A5,CD47;ITGAV;DDR2;DDR1;ITGA1;ITGB1;ITGA2,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,CASP3;FOS;IGFBP3;BCL2L1;DUSP1;FAS;THBS1;MMP2;GADD45B;CXCR4;PCNA;SOX9;CCL5;ZFP36;CLU;NEAT1;HSP90AB1;CTNNB1;CXCL1;TOP2A;KRT19;STMN1;CFLAR;EIF5A;KRT18;CRYAB;ETV4;SFN;IGFBP5;KRT80;TGFB2;GSTP1;CXCL12;WNT5A;EZR;UBE2C;KRT5,0.0173148003037811,1.62012173812372,0.126712328767123,CLU,"",fibroblast,0.0385647824947852,1.76158251291995
200,129,37,CLDN4;CD2;FOS;BCL2L1;IGFBP3;FAS;THBS1;CXCR4;GADD45B;MMP2;DUSP1;CCL5;CTNNB1;ZFP36;SOX9;EIF5A;CLU;PCNA;KRT19;NEAT1;CFLAR;IGFBP5;ETV4;TOP2A;KRT80;HSP90AB1;STMN1;TGFB2;KRT18;KRT17;KRT5;CXCL1;DDR1;EZR;IL2RA;CD74;SFN,0.0173148003037811,1.62012173812372,0.126712328767123,COL6A1,ITGA6;ITGA1;ITGB1;ITGA2,fibroblast,0.0385647824947852,1.76158251291995
200,129,37,FOS;IGFBP3;BCL2L1;DUSP1;THBS1;PCNA;GADD45B;CXCR4;FAS;MMP2;CCL5;SOX9;STMN1;CLU;ZFP36;NEAT1;ETV4;TOP2A;EIF5A;HSP90AB1;CFLAR;CTNNB1;TGFB2;CXCL1;IGFBP5;SELENOP;KRT19;KRT18;GSTP1;SFN;H2AZ1;KRT17;UBE2C;TNFRSF19;WNT5A;CRYAB;KRT80,0.0173148003037811,1.62012173812372,0.126712328767123,SERPINA1,"",fibroblast,0.0385647824947852,1.76158251291995
200,129,37,FOS;IGFBP3;BCL2L1;DUSP1;FAS;THBS1;GADD45B;CXCR4;MMP2;PCNA;CCL5;SOX9;HSP90AB1;NEAT1;CXCL1;CLU;CTNNB1;STMN1;ZFP36;TOP2A;EIF5A;CFLAR;TGFB2;KRT19;ETV4;IGFBP5;KRT18;KRT80;SFN;WNT5A;GSTP1;KRT17;UBE2C;TNFRSF19;CASP3;CRYAB;CXCL12,0.0173148003037811,1.62012173812372,0.126712328767123,ARF1,"",fibroblast,0.0385647824947852,1.76158251291995
200,129,37,FOS;CCL5;IGFBP5;ZFP36;RGS1;CD74;STAT4;EZR;CALM1;TUBB4B;ARF1;IGFBP3;BCL2L1;CXCR4;DUSP1;THBS1;GADD45B;FAS;MMP2;PCNA;STMN1;SOX9;HSP90AB1;CFLAR;TOP2A;CTNNB1;ETV4;CLU;NEAT1;EIF5A;KRT80;KRT19;WNT5A;TGFB2;KRT18;CXCL1;GSTP1,0.0173148003037811,1.62012173812372,0.126712328767123,CAMP,IGF1R;EGFR,fibroblast,0.0385647824947852,1.76158251291995
200,129,36,FAS;CCL5;FOS;IGFBP3;BCL2L1;THBS1;DUSP1;CXCR4;GADD45B;MMP2;PCNA;ZFP36;CTNNB1;SOX9;TOP2A;STMN1;HSP90AB1;CXCL1;KRT19;CFLAR;CLU;SFN;ETV4;KRT80;TGFB2;IL2RA;KRT17;EIF5A;CRYAB;TNFRSF19;WNT5A;IGFBP5;KRT18;NEAT1;UBE2C;RGS1,0.0291827650454505,1.5476074826871,0.122866894197952,CD44,EPCAM,fibroblast,0.0549982879702721,1.53487356141138
200,129,36,FOS;BCL2L1;IGFBP3;CXCR4;FAS;THBS1;DUSP1;GADD45B;MMP2;CCL5;CTNNB1;SOX9;ZFP36;PCNA;EIF5A;KRT19;CFLAR;STMN1;TOP2A;ETV4;NEAT1;TGFB2;CLU;HSP90AB1;IL2RA;IGFBP5;CXCL1;KRT80;WNT5A;KRT18;SFN;UBE2C;GSTP1;BMP7;TNFRSF19;CXCL12,0.0291827650454505,1.5476074826871,0.122866894197952,COL4A2,ITGB5;DDR1;DDR2;ITGA2;ITGB1;ITGA1,fibroblast,0.0549982879702721,1.53487356141138
